1000,100,10,0.2805
2000,100,10,0.4745
3000,100,10,0.729
4000,100,10,0.9295
5000,100,10,1.1785
6000,100,10,1.292
7000,100,10,1.5065
8000,100,10,1.6875
9000,100,10,1.8195
10000,100,10,2.295
11000,100,10,2.52
12000,100,10,2.6345
13000,100,10,2.822
14000,100,10,3.2295
15000,100,10,3.6555
16000,100,10,3.799
17000,100,10,4.1965
18000,100,10,4.425
19000,100,10,4.428
20000,100,10,4.7145
