250,50,100,1.46
250,50,200,4.63
250,50,300,9.95
250,50,400,16.28
250,50,500,24.04
250,50,600,33.99
250,50,700,46.15
250,50,800,60.24
250,50,900,75.06
250,50,1000,93.73
250,50,1100,113.14
250,50,1200,131.56
250,50,1300,157.35
250,50,1400,179.26
250,50,1500,210.97
