500,1000,100,0.922
500,2000,100,1.75
500,3000,100,2.569
500,4000,100,3.509
500,5000,100,4.201
500,6000,100,4.898
500,7000,100,5.707
500,8000,100,6.634
500,9000,100,7.456
500,10000,100,8.275
500,11000,100,9.011
500,12000,100,10.2
500,13000,100,10.454
500,14000,100,11.848
500,15000,100,12.56
500,16000,100,13.068
500,17000,100,13.801
500,18000,100,14.822
500,19000,100,14.947
500,20000,100,16.323
