5,2,0.21
5,3,0.19
5,4,0.1
5,5,0.27
5,6,0.3
5,7,0.69
5,8,0.69
5,9,1.43
5,10,1.35
5,11,2.44
5,12,2.25
5,13,3.5
5,14,3.56
5,15,4.47
5,16,4.63
5,17,6.39
5,18,6.59
5,19,8.95
5,20,9.07
